Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
29/11/2018,11800,10700,10350,11850,11650,13100,12700,35450,35450,115700,119300,110750,24600,24600,26900,26900,24150,24150,32200,33400,31550,37650,35400,39600,13250,11150,14450,13900,13300,15050,11900
30/11/2018,11800,10750,10350,11850,11650,13100,12700,35500,35500,115600,119200,110650,24650,24650,27200,27200,24250,24250,32550,33700,31850,38000,35600,40150,13250,11150,14450,13900,13300,15050,11900
3/12/2018,11800,10700,10350,11850,11650,13100,12700,35650,35650,115650,119300,110550,25000,25000,28050,28050,24100,24100,32600,33650,31950,38750,36050,41500,13250,11150,14450,13900,13300,15050,11900
4/12/2018,11800,10700,10350,11850,11650,13100,12700,35700,35700,115750,119350,110750,25200,25200,28150,28150,24100,24100,32500,33650,31850,38700,36150,41300,13250,11150,14450,13900,13250,15000,11900
5/12/2018,11800,10700,10350,11850,11650,13100,12700,35850,35850,115750,119350,110750,25350,25350,28300,28300,24150,24150,32500,33750,31850,38800,36050,41500,13200,11100,14400,13850,13250,15000,11900
6/12/2018,11800,10700,10350,11850,11700,13100,12700,35850,35850,115750,119350,110750,25450,25450,28550,28550,24150,24150,32500,33850,31800,39050,36250,41800,13200,11100,14400,13850,13250,15000,11900
7/12/2018,11800,10700,10350,11850,11650,13100,12700,35750,35750,115750,119350,110750,25550,25550,28750,28750,24150,24150,33000,34550,32000,39200,36650,41950,13200,11100,14400,13850,13250,15000,11850
10/12/2018,11800,10700,10350,11850,11650,13100,12700,35850,35850,115650,119300,110550,25700,25700,29350,29350,24150,24150,33250,34500,32650,38550,35850,41200,13200,11100,14400,13850,13250,15050,11850
11/12/2018,11800,10700,10350,11850,11700,13100,12700,36000,36000,115600,119200,110500,25800,25800,29500,29500,24050,24050,33500,34950,32800,38700,36100,41400,13200,11100,14450,13850,13250,15000,11850
12/12/2018,11800,10700,10350,11850,11700,13100,12700,36100,36100,115750,119300,110700,26000,26000,29850,29850,24000,24000,33250,34450,32700,38350,35650,41200,13200,11050,14400,13850,13250,15000,11850
13/12/2018,11800,10700,10350,11850,11700,13100,12700,36050,36050,115650,119250,110600,26100,26100,29900,29900,24000,24000,33250,34500,32600,38300,35650,41200,13200,11050,14450,13850,13250,15000,11850
14/12/2018,11800,10700,10350,11850,11700,13100,12700,36150,36150,115650,119250,110600,26150,26150,30000,30000,23900,23900,33450,34700,32700,38450,35800,41200,13200,11050,14400,13850,13250,15000,11900
17/12/2018,11800,10750,10350,11850,11700,13100,12700,36650,36650,115500,119050,110400,26300,26300,30300,30300,23900,23900,33500,35150,32500,38250,36100,41200,13200,11050,14400,13850,13200,15000,11800
18/12/2018,11800,10750,10350,11850,11700,13150,12750,37100,37100,115650,119200,110600,26300,26300,30500,30500,24050,24050,33600,35450,32450,38350,36050,41450,13300,11100,14550,13950,13150,15000,11750
19/12/2018,11800,10750,10350,11850,11700,13150,12750,37300,37300,115700,119200,110650,26350,26350,30600,30600,24100,24100,33900,35900,32450,38650,36150,42050,13200,11050,14450,13800,13250,15000,11800
20/12/2018,11800,10750,10350,11850,11700,13100,12750,37600,37600,115750,119300,110700,26450,26450,30650,30650,24050,24050,33900,36000,32300,38800,36050,42350,13200,11050,14450,13800,13250,15000,11800
21/12/2018,11850,10750,10350,11900,11700,13100,12750,37850,37850,115800,119500,110600,26450,26450,30750,30750,24000,24000,33900,36050,32250,39200,35900,43350,13200,11050,14450,13850,13250,15000,11800
24/12/2018,11500,10400,9950,11700,11300,13000,12550,39200,39200,115900,119300,113500,27550,27550,31650,31650,24150,24150,37950,45050,33800,43100,37850,47950,12850,10500,14150,13600,13300,15150,11450
26/12/2018,11850,10800,10400,11950,11700,13200,12800,39100,39100,116450,120100,111500,27500,27500,31200,31200,24500,24500,34300,36150,33400,41550,36200,47550,13200,11050,14450,13750,13300,15050,11850
27/12/2018,11800,10750,10350,11850,11700,13100,12700,39200,39200,116150,119800,111200,27100,27100,31300,31300,24150,24150,34450,36050,33450,41750,36700,47750,13200,11050,14450,13800,13250,15000,11800
28/12/2018,11850,10750,10350,11850,11700,13150,12750,39550,39550,116000,119550,111000,26800,26800,31450,31450,24200,24200,34650,36250,33550,41650,36650,47600,13200,11050,14400,13800,13250,15000,11800
31/12/2018,11850,10750,10300,11850,11700,13150,12750,40050,40050,115700,119300,110450,26950,26950,32250,32250,24150,24150,34400,35950,33400,41650,36750,48400,13200,11100,14400,13850,13200,14900,11800
2/1/2019,11850,10800,10400,11900,11750,13150,12750,39700,39700,115800,119300,111100,26850,26850,32500,32500,24050,24050,34400,35950,33300,41850,36500,48700,13150,11100,14400,13750,13200,14950,11800
3/1/2019,11850,10800,10400,11900,11750,13150,12750,39350,39350,115800,119300,111050,26800,26800,32750,32750,23950,23950,33900,35500,32750,42500,36600,49750,13150,11100,14400,13750,13200,14950,11800
4/1/2019,11850,10800,10450,11900,11750,13150,12750,39150,39150,115800,119300,111000,26750,26750,32850,32850,24000,24000,33600,35150,32550,41800,36000,48850,13150,11100,14400,13750,13200,14950,11800
7/1/2019,11850,10800,10450,11950,11750,13150,12750,38500,38500,115500,119000,110700,26500,26500,33350,33350,24050,24050,33000,34700,31750,40250,35550,45900,13150,11050,14400,13750,13200,14950,11800
8/1/2019,11900,10850,10450,11950,11750,13150,12750,38100,38100,115450,118950,110600,26350,26350,33700,33700,24050,24050,32750,34550,31700,39600,35050,44900,13150,11100,14400,13750,13200,14900,11750
9/1/2019,11900,10850,10450,11950,11750,13150,12750,37850,37850,115450,118950,110600,26350,26350,33800,33800,24100,24100,32400,34150,31500,39300,34650,44750,13150,11050,14400,13750,13200,14900,11750
10/1/2019,11900,10850,10450,11950,11750,13150,12750,37500,37500,115450,118950,110600,26300,26300,33850,33850,24050,24050,32100,33800,31150,38850,34450,44150,13150,11100,14400,13750,13200,14900,11750
11/1/2019,11900,10850,10450,11950,11750,13150,12750,37150,37150,115400,118950,110500,26300,26300,33650,33650,24150,24150,31700,33450,30850,38550,34350,43450,13150,11100,14400,13750,13200,14900,11800
14/01/2019,11900,10850,10500,11950,11800,13150,12800,36250,36250,115400,118950,110550,26200,26200,33500,33500,24100,24100,31000,33100,29400,37400,33700,42500,13150,11100,14400,13700,13200,14900,11750
15/01/2019,11900,10850,10500,11950,11800,13150,12800,36150,36150,115400,118950,110550,26150,26150,33400,33400,24150,24150,30700,32800,29050,37000,33350,42150,13150,11100,14400,13700,13100,14750,11750
16/01/2019,11900,10850,10500,11950,11800,13150,12800,36050,36050,115400,119000,110500,26050,26050,33400,33400,24050,24050,29800,32050,28250,36450,32850,41500,13150,11100,14350,13750,13100,14750,11750
17/01/2019,11900,10850,10500,11950,11800,13150,12800,35950,35950,115400,119000,110450,26000,26000,33350,33350,24050,24050,29700,32000,28050,36300,32800,41200,13150,11100,14350,13750,13100,14750,11800
18/01/2019,11900,10850,10500,11950,11800,13150,12800,35800,35800,115400,118950,110450,25950,25950,33350,33350,24100,24100,30100,32750,28250,36200,32700,41050,13150,11100,14350,13750,13100,14750,11800
21/01/2019,11900,10850,10500,11950,11800,13200,12800,35200,35200,115450,119000,110450,25700,25700,33050,33050,23950,23950,28850,31100,27450,34650,32300,38200,13150,11150,14350,13750,13100,14750,11800
22/01/2019,11900,10850,10500,11950,11800,13200,12800,35050,35050,115450,119050,110450,25700,25700,33000,33000,23900,23900,28800,31300,27100,34150,32200,37000,13150,11150,14350,13750,13100,14750,11800
23/01/2019,11900,10850,10500,11950,11850,13200,12800,34800,34800,115450,119100,110450,25550,25550,32700,32700,23950,23950,28600,31100,26850,33900,32050,36500,13100,11150,14350,13700,13100,14700,11750
24/01/2019,11900,10850,10500,11950,11850,13200,12800,34550,34550,115450,119050,110500,25450,25450,32600,32600,24000,24000,28750,31200,27000,33800,32050,35950,13100,11150,14350,13650,13100,14700,11750
25/01/2019,11900,10850,10500,11950,11850,13200,12800,34300,34300,115500,119100,110500,25350,25350,32300,32300,24000,24000,28600,31050,26950,33800,32050,36100,13150,11200,14350,13700,13100,14750,11750
28/01/2019,11950,10850,10450,12000,11850,13200,12800,33900,33900,115850,119450,110500,25300,25300,31450,31450,24000,24000,28400,30700,26750,33200,31450,35500,13150,11200,14400,13700,13100,14750,11750
29/01/2019,11950,10850,10450,12000,11850,13200,12800,33750,33750,115800,119450,110500,25250,25250,31200,31200,23950,23950,28550,31300,26550,32950,31450,34850,13150,11150,14400,13700,13100,14750,11750
30/01/2019,11950,10850,10450,12100,11850,13200,12800,33600,33600,115800,119450,110500,25450,25450,30750,30750,24050,24050,27750,29850,26650,32600,31000,34600,13150,11150,14400,13700,13100,14750,11750
31/01/2019,11950,10850,10450,12000,11850,13200,12800,33500,33500,115800,119450,110500,25150,25150,30700,30700,23950,23950,27350,29550,26250,32000,30800,33450,13150,11200,14400,13700,13100,14750,11750
1/2/2019,11950,10850,10450,12050,11850,13200,12800,33400,33400,116350,119800,111300,25150,25150,30550,30550,24050,24050,27300,29250,26400,32000,30500,33700,13150,11200,14400,13700,13100,14750,11750
4/2/2019,11950,10850,10450,12050,11850,13200,12800,33200,33200,116350,119750,111350,25150,25150,30200,30200,24100,24100,27300,29150,26300,31800,30250,33500,13200,11200,14400,13700,13050,14750,11750
6/2/2019,11950,10850,10450,12050,11850,13200,12800,33350,33350,116350,119750,111350,25000,25000,29550,29550,23950,23950,27000,28800,26000,31650,30300,33150,13200,11200,14400,13700,13050,14750,11750
7/2/2019,11900,10850,10450,12000,11800,13200,12800,33500,33500,116350,119750,111350,24950,24950,29350,29350,24050,24050,27050,28800,26050,31550,30300,32700,13150,11200,14400,13700,13050,14750,11750
8/2/2019,11950,10850,10450,12050,11850,13200,12800,33650,33650,116400,119550,111650,24850,24850,29200,29200,24050,24050,27050,29050,25950,31600,30500,32550,13150,11250,14350,13650,13050,14750,11750
11/2/2019,11950,10850,10450,12050,11850,13200,12800,33700,33700,116300,119750,111250,24750,24750,29000,29000,24950,24950,27650,29550,26500,31750,30650,32550,13150,11250,14350,13650,13050,14750,11750
12/2/2019,11950,10850,10450,12050,11850,13200,12800,33550,33550,116300,119700,111250,24700,24700,28950,28950,25150,25150,27500,29450,26250,31500,30700,32050,13150,11250,14350,13650,13050,14750,11750
13/02/2019,11950,10850,10450,12050,11850,13200,12800,33600,33600,116350,119750,111250,24650,24650,28950,28950,25200,25200,27450,29350,26250,31550,30800,32050,13150,11250,14350,13650,13050,14750,11750
14/02/2019,11950,10850,10450,12050,11850,13200,12800,33500,33500,116350,119750,111250,24600,24600,28950,28950,25350,25350,27450,29300,26300,31400,30650,31900,13150,11250,14350,13650,13050,14750,11750
15/02/2019,11950,10850,10450,12050,11850,13200,12800,33450,33450,116350,119750,111250,24550,24550,28800,28800,25450,25450,27350,29100,26350,31250,30500,31700,13150,11250,14350,13650,13050,14750,11750
18/02/2019,11950,10850,10450,12050,11850,13200,12800,33350,33350,116350,119800,111300,24400,24400,28600,28600,25800,25800,27450,29150,26450,31500,30250,32350,13150,11250,14350,13700,13050,14700,11750
19/02/2019,11900,10850,10450,12000,11800,13200,12800,33300,33300,116300,119750,111300,24350,24350,28600,28600,25950,25950,27150,29150,26100,31450,30100,32400,13200,11250,14350,13700,13050,14700,11750
20/02/2019,11900,10850,10450,12000,11800,13200,12800,33150,33150,116250,119650,111200,24300,24300,28450,28450,26000,26000,27050,28800,26050,31300,29900,32100,13200,11250,14350,13700,13050,14700,11750
21/02/2019,11900,10850,10450,12000,11800,13200,12800,33150,33150,116400,119750,111050,24300,24300,28400,28400,25850,25850,27250,29050,26150,31350,29950,32150,13200,11250,14350,13700,13100,14700,11800
22/02/2019,11900,10850,10500,12000,11800,13200,12800,33100,33100,116400,119750,111050,24300,24300,28450,28450,25950,25950,27150,28850,26100,31450,29900,32300,13200,11250,14350,13700,13100,14700,11800
25/02/2019,11900,10850,10500,12000,11800,13200,12800,32900,32900,116300,119800,111200,24200,24200,28700,28700,26000,26000,27200,28800,26150,31700,30200,32600,13200,11250,14350,13700,13150,14700,11850
26/02/2019,11900,10850,10500,12000,11800,13200,12800,32950,32950,116400,119850,111350,24150,24150,28850,28850,26100,26100,27000,28500,25950,31700,30200,32500,13200,11250,14350,13700,13150,14700,11900
27/02/2019,11900,10800,10400,12000,11800,13200,12800,32700,32700,116100,119650,111350,24050,24050,28800,28800,25950,25950,26950,28400,25900,31550,30150,32300,13200,11250,14350,13650,13100,14650,11900
28/02/2019,11900,10800,10450,11950,11800,13150,12800,32800,32800,116450,119900,111450,24150,24150,29000,29000,26100,26100,27000,28400,26050,31700,30100,32700,13200,11250,14350,13700,13150,14700,11900
1/3/2019,11900,10800,10400,11950,11750,13150,12800,32700,32700,116450,119900,111400,24050,24050,29000,29000,26050,26050,27050,28600,26050,32150,30200,33700,13200,11250,14350,13700,13150,14700,11900
4/3/2019,11850,10800,10450,11950,11750,13150,12800,32350,32350,116900,120450,111400,24000,24000,29800,29800,26150,26150,26700,28900,25500,33350,31250,35550,13150,11200,14300,13650,13150,14700,11950
5/3/2019,11850,10750,10450,11950,11800,13150,12750,32300,32300,116850,120500,111250,23950,23950,30150,30150,26200,26200,26950,28750,25850,33500,31350,35800,13200,11350,14300,13650,13150,14700,11950
6/3/2019,11850,10800,10450,11950,11800,13200,12800,32200,32200,116550,120050,111400,24050,24050,30650,30650,26650,26650,27100,29250,25850,33950,31650,36600,13150,11300,14300,13650,13200,14750,11950
8/3/2019,11850,10800,10400,11950,11750,13200,12800,32050,32050,116650,120100,111600,24000,24000,30950,30950,27000,27000,27150,29200,26100,33750,31600,36150,13150,11300,14300,13650,13200,14750,11950
11/3/2019,11850,10800,10400,11900,11750,13150,12750,32200,32200,116400,119950,111300,23850,23850,32100,32100,28200,28200,27450,29400,26500,34500,32050,37400,13200,11300,14300,13650,13200,14750,12000
12/3/2019,11850,10800,10400,11900,11800,13150,12750,32200,32200,116400,119950,111300,23800,23800,32550,32550,28600,28600,28550,31200,26950,35150,32500,38400,13200,11300,14300,13650,13200,14750,12000
13/03/2019,11850,10750,10400,11900,11750,13150,12750,32250,32250,116400,119950,111250,23750,23750,32800,32800,29050,29050,28200,30150,27350,35200,31900,38650,13150,11300,14300,13650,13250,14750,12000
14/03/2019,11850,10750,10400,11900,11750,13100,12750,32300,32300,116400,119950,111250,23750,23750,32950,32950,29350,29350,28400,30500,27600,35700,32800,39200,13150,11300,14300,13650,13250,14750,12050
15/03/2019,11850,10750,10400,11900,11750,13150,12750,32400,32400,116400,119950,111250,23800,23800,33050,33050,29950,29950,28500,30700,27700,35700,32200,39100,13150,11300,14300,13650,13250,14750,12000
18/03/2019,11850,10750,10400,11900,11700,13100,12750,32550,32550,116400,119950,111250,23750,23750,33650,33650,30900,30900,29200,31050,28250,35900,32450,39750,13150,11300,14300,13650,13250,14750,12050
19/03/2019,11850,10750,10400,11900,11700,13100,12750,32600,32600,116400,119950,111250,23800,23800,33700,33700,31300,31300,29150,31200,28000,35850,33000,39000,13150,11300,14300,13650,13250,14750,12050
20/03/2019,11800,10750,10450,11800,11650,13100,12750,32450,32450,116550,120200,111250,23500,23500,33650,33650,31300,31300,28650,31000,27600,35250,33050,37500,13100,11250,14250,13650,13200,14700,12000
21/03/2019,11850,10750,10400,11900,11700,13100,12750,32500,32500,116400,119950,111250,23700,23700,33750,33750,31450,31450,29300,31350,28300,35750,32900,38700,13150,11300,14300,13650,13250,14750,12050
22/03/2019,11850,10750,10400,11900,11700,13100,12750,32550,32550,116400,119950,111250,23700,23700,33950,33950,31550,31550,29450,31500,28450,35650,32850,38500,13200,11300,14300,13650,13250,14750,12050
25/03/2019,11800,10750,10400,11900,11700,13100,12750,32500,32500,116400,119950,111250,23750,23750,35900,35900,32200,32200,29950,32350,28450,35550,32850,38300,13150,11300,14300,13650,13250,14750,12050
26/03/2019,11800,10750,10400,11850,11700,13050,12700,32450,32450,116450,119900,111450,23850,23850,36150,36150,32350,32350,29850,32150,28450,35400,32850,37900,13150,11300,14300,13650,13250,14750,12050
27/03/2019,11800,10750,10400,11850,11700,13050,12700,32250,32250,116300,119900,111150,23850,23850,36500,36500,32450,32450,29950,32250,28550,35100,32600,37650,13150,11300,14300,13650,13250,14750,12050
28/03/2019,11800,10750,10400,11850,11650,13050,12700,32300,32300,116350,119950,111200,23850,23850,36850,36850,32800,32800,30150,32250,28900,35000,32650,37400,13150,11300,14300,13650,13250,14750,12050
29/03/2019,11800,10750,10400,11850,11700,13100,12700,32150,32150,116300,119950,111100,23850,23850,37050,37050,33150,33150,30150,32200,29000,35400,32700,38100,13200,11300,14300,13700,13250,14800,12050
1/4/2019,11750,10700,10350,11850,11650,13050,12700,32000,32000,116300,119900,111200,23900,23900,37600,37600,34950,34950,29700,31600,28400,35100,32150,38000,13150,11300,14300,13650,13250,14750,12100
2/4/2019,11750,10700,10350,11850,11650,13050,12700,32050,32050,116400,119950,111300,23850,23850,38000,38000,35650,35650,29700,31850,28250,34750,32150,37000,13150,11250,14250,13650,13250,14750,12100
4/4/2019,11750,10700,10350,11850,11650,13050,12700,32000,32000,116300,119850,111100,23850,23850,38350,38350,36400,36400,30700,32800,28950,35000,32300,37450,13150,11250,14300,13650,13250,14750,12100
5/4/2019,11750,10700,10350,11800,11600,13050,12650,32000,32000,116250,119800,111100,23900,23900,38550,38550,36650,36650,31050,33000,29250,35100,32300,37800,13150,11250,14300,13650,13300,14750,12100
8/4/2019,11750,10700,10350,11800,11600,13050,12650,32150,32150,116300,119800,111150,23900,23900,39000,39000,37200,37200,31750,33800,30000,35850,33000,38700,13150,11250,14300,13650,13250,14750,12100
9/4/2019,11750,10700,10350,11800,11600,13050,12650,32200,32200,116350,119800,111350,23950,23950,39250,39250,37550,37550,31750,34000,29850,36050,33200,38950,13150,11250,14300,13650,13300,14750,12100
10/4/2019,11750,10700,10350,11800,11600,13050,12650,32300,32300,116350,119800,111350,24050,24050,39400,39400,38000,38000,31800,33950,30000,35900,33450,38300,13150,11250,14300,13650,13300,14750,12100
11/4/2019,11750,10700,10350,11800,11600,13000,12650,32500,32500,116350,119800,111350,24050,24050,39600,39600,38200,38200,31700,34250,29600,35750,33600,37800,13150,11250,14300,13650,13300,14750,12100
12/4/2019,11750,10700,10300,11750,11600,13000,12650,32800,32800,116350,119800,111350,24100,24100,39850,39850,38650,38650,31850,34450,29700,36000,33450,38350,13150,11250,14300,13650,13300,14750,12100
15/04/2019,11700,10650,10300,11750,11600,13000,12650,33100,33100,116300,119750,111250,24150,24150,40800,40800,41800,41800,32300,35100,30150,36300,33900,38250,13150,11250,14300,13600,13250,14800,12150
16/04/2019,11700,10650,10300,11750,11550,13000,12650,33300,33300,116300,119750,111250,24100,24100,40850,40850,42850,42850,32250,35100,30050,36050,33850,37850,13150,11250,14300,13600,13300,14750,12150
17/04/2019,12600,11800,10850,12700,12550,14000,13250,35100,35100,120650,120650,-,27250,27250,39750,39750,42600,42600,26100,25900,26900,39300,40700,31650,13450,11550,14850,13950,13450,15650,12350
18/04/2019,11800,10750,10400,11850,11600,13050,12700,33750,33750,116500,120100,111250,24350,24350,41550,41550,44300,44300,33150,36050,30950,39800,36300,43450,13150,11300,14300,13600,13350,14800,12150
22/04/2019,11700,10650,10300,11750,11550,13000,12600,34200,34200,116450,119900,111350,24300,24300,41400,41400,46900,46900,35400,37700,33200,41650,37500,44500,13150,11250,14300,13600,13300,14800,12150
23/04/2019,11700,10650,10300,11750,11550,13000,12600,34500,34500,116500,119950,111400,24400,24400,41550,41550,47300,47300,35850,37900,33950,41350,38150,43600,13150,11250,14300,13600,13300,14800,12150
24/04/2019,11700,10650,10300,11750,11550,13000,12600,34900,34900,116500,119950,111400,24350,24350,41500,41500,47350,47350,35200,37750,33400,40550,37600,42500,13150,11250,14300,13600,13300,14800,12150
25/04/2019,11700,10650,10300,11750,11550,13000,12600,35050,35050,116550,120000,111500,24350,24350,41600,41600,47850,47850,35150,37600,33400,40650,37950,42650,13150,11300,14300,13600,13300,14800,12150
26/04/2019,11700,10650,10300,11750,11550,13000,12600,35250,35250,116550,120000,111500,24400,24400,41500,41500,48000,48000,35350,37600,33600,40350,37500,42100,13150,11300,14300,13600,13300,14800,12200
29/04/2019,11700,10650,10300,11750,11550,13000,12600,35700,35700,116650,120100,111500,24900,24900,41150,41150,49000,49000,35250,37300,33750,40100,36600,42900,13150,11300,14300,13600,13350,14800,12300
30/04/2019,11700,10650,10250,11750,11550,13000,12600,35750,35750,116700,120200,111600,25050,25050,41000,41000,49700,49700,35250,37550,33650,41150,37200,44650,13150,11300,14300,13600,13450,14800,12400
2/5/2019,11700,10650,10250,11750,11550,13000,12600,35950,35950,117150,120500,112000,25550,25550,40350,40350,53950,53950,36600,38700,35350,41250,37350,44800,13150,11300,14300,13600,13500,14850,12500
3/5/2019,11700,10650,10250,11750,11550,12950,12600,36200,36200,117350,120750,112200,25550,25550,40100,40100,56450,56450,37800,39550,36550,40900,37400,44150,13150,11300,14300,13650,13500,14850,12550
6/5/2019,11700,10650,10250,11750,11550,13000,12600,36650,36650,117550,120850,112050,25800,25800,39400,39400,64100,64100,40600,41750,39800,44200,39700,48400,13150,11300,14300,13650,13600,14900,12700
7/5/2019,11700,10650,10250,11750,11550,13000,12600,36550,36550,117300,120700,111900,25950,25950,39050,39050,63700,63700,41950,42650,41100,45550,41050,49300,13150,11300,14300,13650,13650,14900,12750
8/5/2019,11700,10650,10250,11750,11550,13000,12600,36250,36250,117350,120750,112350,26000,26000,38800,38800,61350,61350,42300,43150,41450,45800,41650,49700,13150,11300,14300,13600,13650,14900,12750
9/5/2019,11700,10650,10250,11750,11550,13000,12600,36150,36150,117250,120650,112150,25950,25950,38650,38650,59450,59450,42700,43400,41850,45550,41450,49200,13150,11300,14300,13600,13700,14950,12800
10/5/2019,11700,10600,10300,11750,11550,13100,12700,35950,35950,117450,120950,112250,25750,25750,38600,38600,58650,58650,42050,43800,40900,44600,41450,47550,13100,11250,14250,13600,13700,14900,12800
13/05/2019,11700,10650,10250,11800,11550,13000,12600,35400,35400,117350,120800,112200,26000,26000,37500,37500,55250,55250,39950,41450,38700,41850,38400,44650,13150,11350,14300,13600,13750,14950,12850
14/05/2019,11700,10650,10250,11750,11550,13000,12600,35200,35200,117350,120800,112200,26050,26050,37350,37350,53450,53450,39200,40900,37800,41100,37250,44300,13150,11350,14300,13600,13750,14950,12900
15/05/2019,11700,10650,10250,11800,11550,13050,12650,34850,34850,117600,121000,112500,26050,26050,37300,37300,51750,51750,38350,39850,37050,41100,37550,44000,13150,11350,14300,13600,13800,15000,12900
16/05/2019,11700,10650,10250,11750,11550,13000,12600,34650,34650,117250,120750,112150,26000,26000,36500,36500,50100,50100,37250,39100,35700,39850,36500,42300,13150,11350,14300,13600,13800,14950,12900
17/05/2019,11700,10650,10250,11750,11550,13000,12600,34600,34600,117350,120850,112250,25950,25950,36300,36300,49050,49050,37000,39450,35200,39000,35950,41300,13250,11350,14400,13700,13800,14950,12900
20/05/2019,11700,10600,10250,11750,11550,13000,12600,34200,34200,117300,120800,112100,26000,26000,35450,35450,45200,45200,36800,38800,35000,40350,37250,42650,13150,11300,14250,13600,13800,14950,12950
21/05/2019,11700,10600,10250,11750,11550,13000,12600,34100,34100,117250,120700,112150,25900,25900,35500,35500,44550,44550,36350,38550,34550,40000,37100,42300,13150,11250,14250,13600,13850,15000,12950
22/05/2019,11700,10600,10250,11750,11550,13000,12600,34100,34100,117300,120800,112150,25900,25900,35350,35350,43550,43550,36000,37850,34450,39250,36550,41450,13150,11250,14250,13600,13850,15000,12950
23/05/2019,11700,10600,10250,11750,11550,13000,12600,34150,34150,117400,120950,112250,25900,25900,35200,35200,42500,42500,36250,38150,34800,38850,36300,40600,13150,11250,14250,13600,13850,15000,13000
24/05/2019,11700,10600,10250,11750,11500,13000,12600,34250,34250,117350,120900,112250,25850,25850,35250,35250,41950,41950,36500,38350,34900,38850,36250,40850,13150,11250,14300,13600,13850,15000,13000
27/05/2019,11700,10600,10250,11750,11550,13000,12600,34650,34650,117600,121150,112400,25750,25750,35450,35450,41350,41350,38400,40000,36700,39100,37000,41300,13150,11250,14300,13600,13850,15000,13000
28/05/2019,11650,10600,10250,11650,11450,13000,12600,34700,34700,118100,121750,112850,25400,25400,35600,35600,41050,41050,39150,41050,37400,38700,36850,40800,13050,11200,14200,13550,13850,14950,13000
29/05/2019,11700,10600,10250,11750,11550,13000,12600,35200,35200,118300,122100,112650,25650,25650,35950,35950,41550,41550,40500,42550,38750,39550,37850,41150,13200,11300,14400,13700,13900,15050,13000
31/05/2019,11700,10600,10250,11750,11550,13000,12550,35800,35800,119350,122900,113700,25700,25700,36650,36650,41450,41450,44050,46000,42200,39150,37750,40350,13150,11250,14300,13600,13900,15050,13000
3/6/2019,11700,10600,10250,11750,11550,13000,12600,37350,37350,124850,128450,119150,25650,25650,38200,38200,41900,41900,58250,60200,55950,43550,41450,46050,13150,11250,14300,13600,13900,15050,13050
4/6/2019,11700,10600,10250,11750,11550,13000,12600,38500,38500,126350,130000,120200,25700,25700,38900,38900,42400,42400,63600,65000,61850,46000,43550,48400,13150,11250,14300,13600,13900,15050,13050
6/6/2019,13100,12500,11000,13250,13250,14000,13500,40000,40000,130000,130000,-,38000,38000,53750,53750,67500,67500,38750,40000,37500,62500,57500,75000,15100,13000,16500,15750,14400,17500,13000
7/6/2019,11500,10550,10100,11400,11550,12650,12300,39250,39250,119000,120750,106250,28650,28650,43350,43350,47550,47550,57250,55750,55750,42100,43150,43650,13450,11300,14650,14400,14300,15750,13200
10/6/2019,11700,10600,10250,11750,11550,13000,12600,37150,37150,120100,123750,114550,25450,25450,38550,38550,41600,41600,52250,51900,50950,43950,42300,45400,13100,11250,14250,13550,13900,15000,13050
11/6/2019,11700,10650,10250,11750,11550,13000,12600,36650,36650,119350,122950,114050,25350,25350,38700,38700,41500,41500,50800,50000,49600,42700,42100,42150,13150,11250,14300,13550,13900,15050,13050
12/6/2019,11650,10600,10250,11700,11450,13000,12650,36250,36250,119250,123000,113800,25000,25000,38700,38700,41700,41700,48550,49400,47450,41000,40750,39900,13050,11200,14200,13550,13850,14900,13050
13/06/2019,11700,10650,10250,11750,11550,13000,12650,35950,35950,118750,122300,113500,25250,25250,39050,39050,41850,41850,49750,48150,48850,40200,39750,39350,13150,11250,14300,13550,13900,15000,13050
14/06/2019,11700,10650,10250,11750,11550,13000,12600,35650,35650,118550,122150,113250,25150,25150,39100,39100,41950,41950,50500,49250,49700,40200,39450,39650,13150,11250,14300,13550,13900,15000,13050
17/06/2019,11700,10650,10250,11750,11550,13050,12650,34550,34550,118450,122000,113100,25000,25000,39500,39500,41550,41550,50150,48200,49700,39550,38600,39600,13150,11250,14300,13600,13850,15000,13050
18/06/2019,11700,10650,10250,11800,11600,13050,12650,34300,34300,118400,121950,113050,25000,25000,39500,39500,41450,41450,49650,48100,49550,39100,38100,38900,13150,11250,14250,13650,13850,14950,13000
19/06/2019,11700,10650,10250,11800,11600,13050,12650,34200,34200,118400,121950,113050,24900,24900,39400,39400,41350,41350,49650,48500,49500,39550,39000,39000,13150,11250,14250,13650,13850,15000,13000
